train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
2.209662675857544,0,49,,,,
1.928884744644165,0,99,,,,
1.406561255455017,0,149,,,,
0.9628644585609436,0,199,,,,
0.7556211948394775,0,249,,,,
0.6236284375190735,0,299,,,,
0.6285935640335083,0,349,,,,
0.5530833005905151,0,399,,,,
0.48072290420532227,0,449,,,,
0.39280861616134644,0,499,,,,
0.49496403336524963,0,549,,,,
0.4417179822921753,0,599,,,,
0.41816702485084534,0,649,,,,
0.5854965448379517,0,699,,,,
0.3441275954246521,0,749,,,,
0.25761324167251587,0,799,,,,
0.4024331569671631,0,849,,,,
,0,858,0.359676331281662,0.8956000208854675,,
,0,858,,,0.7706272006034851,
0.3537557125091553,1,899,,,,
0.20769092440605164,1,949,,,,
0.2527933418750763,1,999,,,,
0.3999636471271515,1,1049,,,,
0.20414407551288605,1,1099,,,,
0.31992724537849426,1,1149,,,,
0.25608888268470764,1,1199,,,,
0.3228042423725128,1,1249,,,,
0.19855371117591858,1,1299,,,,
0.2214812934398651,1,1349,,,,
0.2804963290691376,1,1399,,,,
0.16764824092388153,1,1449,,,,
0.16343475878238678,1,1499,,,,
0.25115513801574707,1,1549,,,,
0.21215450763702393,1,1599,,,,
0.21411842107772827,1,1649,,,,
0.2461508959531784,1,1699,,,,
,1,1717,0.26324737071990967,0.9261999726295471,,
,1,1717,,,0.9128165245056152,
0.27732768654823303,2,1749,,,,
0.27496346831321716,2,1799,,,,
0.4082244336605072,2,1849,,,,
0.4589526355266571,2,1899,,,,
0.10222908854484558,2,1949,,,,
0.2073594480752945,2,1999,,,,
0.2637724280357361,2,2049,,,,
0.12577015161514282,2,2099,,,,
0.2929421663284302,2,2149,,,,
0.34929198026657104,2,2199,,,,
0.1948123723268509,2,2249,,,,
0.11623251438140869,2,2299,,,,
0.32176917791366577,2,2349,,,,
0.22805356979370117,2,2399,,,,
0.14607469737529755,2,2449,,,,
0.21129560470581055,2,2499,,,,
0.22412675619125366,2,2549,,,,
,2,2576,0.2184998095035553,0.9336000084877014,,
,2,2576,,,0.9334073066711426,
0.11358436197042465,3,2599,,,,
0.33930203318595886,3,2649,,,,
0.1908440887928009,3,2699,,,,
0.08444682508707047,3,2749,,,,
0.07591904699802399,3,2799,,,,
0.23143112659454346,3,2849,,,,
0.13771438598632812,3,2899,,,,
0.2685379683971405,3,2949,,,,
0.22554181516170502,3,2999,,,,
0.14047305285930634,3,3049,,,,
0.16123086214065552,3,3099,,,,
0.12273027002811432,3,3149,,,,
0.13683050870895386,3,3199,,,,
0.1391420215368271,3,3249,,,,
0.2551252841949463,3,3299,,,,
0.17442138493061066,3,3349,,,,
0.08991557359695435,3,3399,,,,
,3,3435,0.1759137511253357,0.9495999813079834,,
,3,3435,,,0.9469223022460938,
0.10910321772098541,4,3449,,,,
0.09122967720031738,4,3499,,,,
0.2049756795167923,4,3549,,,,
0.1653374284505844,4,3599,,,,
0.09923803061246872,4,3649,,,,
0.14774075150489807,4,3699,,,,
0.06624128669500351,4,3749,,,,
0.18098747730255127,4,3799,,,,
0.12775518000125885,4,3849,,,,
0.05974363535642624,4,3899,,,,
0.10229472815990448,4,3949,,,,
0.09617553651332855,4,3999,,,,
0.05743950232863426,4,4049,,,,
0.12365817278623581,4,4099,,,,
0.11130097508430481,4,4149,,,,
0.11226040124893188,4,4199,,,,
0.20029065012931824,4,4249,,,,
,4,4294,0.15460190176963806,0.954200029373169,,
,4,4294,,,0.9546165466308594,
0.0786111131310463,5,4299,,,,
0.030073082074522972,5,4349,,,,
0.055653709918260574,5,4399,,,,
0.1324329376220703,5,4449,,,,
0.18513146042823792,5,4499,,,,
0.1551341414451599,5,4549,,,,
0.15231133997440338,5,4599,,,,
0.25930315256118774,5,4649,,,,
0.14928193390369415,5,4699,,,,
0.12159635871648788,5,4749,,,,
0.06383245438337326,5,4799,,,,
0.17215822637081146,5,4849,,,,
0.0490245446562767,5,4899,,,,
0.25181084871292114,5,4949,,,,
0.2821187376976013,5,4999,,,,
0.05215669423341751,5,5049,,,,
0.11322630941867828,5,5099,,,,
0.15093378722667694,5,5149,,,,
,5,5153,0.1378067582845688,0.9592000246047974,,
,5,5153,,,0.9605646133422852,
0.10475526750087738,6,5199,,,,
0.1730033904314041,6,5249,,,,
0.07572691142559052,6,5299,,,,
0.03780332952737808,6,5349,,,,
0.05222025886178017,6,5399,,,,
0.18258877098560333,6,5449,,,,
0.10076078027486801,6,5499,,,,
0.22627459466457367,6,5549,,,,
0.08479718863964081,6,5599,,,,
0.06807295233011246,6,5649,,,,
0.2532309293746948,6,5699,,,,
0.2315414994955063,6,5749,,,,
0.1138429194688797,6,5799,,,,
0.02170020341873169,6,5849,,,,
0.08300134539604187,6,5899,,,,
0.3334704637527466,6,5949,,,,
0.08297520130872726,6,5999,,,,
,6,6012,0.13238771259784698,0.9606000185012817,,
,6,6012,,,0.9651302099227905,
0.0864844098687172,7,6049,,,,
0.10460548847913742,7,6099,,,,
0.08655446767807007,7,6149,,,,
0.08343186229467392,7,6199,,,,
0.23334529995918274,7,6249,,,,
0.12584377825260162,7,6299,,,,
0.11211047321557999,7,6349,,,,
0.06909880042076111,7,6399,,,,
0.11221443116664886,7,6449,,,,
0.06365162879228592,7,6499,,,,
0.13735657930374146,7,6549,,,,
0.062227699905633926,7,6599,,,,
0.16077357530593872,7,6649,,,,
0.18762925267219543,7,6699,,,,
0.06349746137857437,7,6749,,,,
0.06270639598369598,7,6799,,,,
0.0537046417593956,7,6849,,,,
,7,6871,0.12244416773319244,0.9639999866485596,,
,7,6871,,,0.9686045050621033,
0.10035457462072372,8,6899,,,,
0.031975939869880676,8,6949,,,,
0.13809648156166077,8,6999,,,,
0.1147337332367897,8,7049,,,,
0.10658649355173111,8,7099,,,,
0.0775579884648323,8,7149,,,,
0.09339940547943115,8,7199,,,,
0.12495018541812897,8,7249,,,,
0.060888465493917465,8,7299,,,,
0.11366085708141327,8,7349,,,,
0.04941253736615181,8,7399,,,,
0.07490287721157074,8,7449,,,,
0.04871492460370064,8,7499,,,,
0.16866548359394073,8,7549,,,,
0.09382135421037674,8,7599,,,,
0.07110915333032608,8,7649,,,,
0.08775419741868973,8,7699,,,,
,8,7730,0.1215599998831749,0.9631999731063843,,
,8,7730,,,0.9718786478042603,
0.21145541965961456,9,7749,,,,
0.11554866284132004,9,7799,,,,
0.11336913704872131,9,7849,,,,
0.07661410421133041,9,7899,,,,
0.09367753565311432,9,7949,,,,
0.18990182876586914,9,7999,,,,
0.060460422188043594,9,8049,,,,
0.10671800374984741,9,8099,,,,
0.044549018144607544,9,8149,,,,
0.32736262679100037,9,8199,,,,
0.10792752355337143,9,8249,,,,
0.11047375947237015,9,8299,,,,
0.08863148838281631,9,8349,,,,
0.10649576038122177,9,8399,,,,
0.14184625446796417,9,8449,,,,
0.08120106905698776,9,8499,,,,
0.09248647838830948,9,8549,,,,
,9,8589,0.11353152990341187,0.9675999879837036,,
,9,8589,,,0.9735521078109741,
,10,8590,,,,0.97749924659729
,10,8590,,,,0.9746000170707703
,10,8590,,,,0.9702000021934509
